target_id,repository_known_exposed,additional_external_text_evidence,evidence_paths,manual_researcher_memory_status,audit_decision
8RKT_1,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8RO0_5,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8RO0_6,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8RO1_5,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8RQK_U,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8RR4_T,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8RRI_Ax,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8RWG_C,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8RXH_L5,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8RXH_L8,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8RXX_L4,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8RXX_L5,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8S1U_a,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8SD0_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8SFP_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8SYK_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8T2P_A,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8T2P_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8T2Y_A3,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8T5O_A,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8T6T_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8TPU_AC,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8TUX_R,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8TVZ_C,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8U5J_A,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8U60_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8UB9_I,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8UIW_N,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8UMF_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8UO6_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8UPY_C,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8URQ_D,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8UZB_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8V84_2,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8VCI_A,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8VK7_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8VSA_ATRN,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8VXZ_C,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8W2O_R,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8W2Z_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8WCE_G,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8WMM_O,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8WR4_N,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8WUS_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8WUT_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8WUU_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8WUV_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8X5V_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8XAK_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8XCA_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8XTP_A,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8XTR_A,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8Y0D_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8Y39_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8YDC_A,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8YE9_C,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8YGJ_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8YHA_C,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8YII_C,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8YUR_V,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8ZAU_A,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8ZDR_A,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8ZMH_A,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
8ZTU_Y,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9AR4_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9AR6_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9AR7_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9ASP_E,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9AXT_B4,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9B1Y_4,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9B89_C,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9BCI_A,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9BS0_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9C0J_R,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9C3H_S4,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9CAI_A7,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9CAI_A8,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9D0J_1w,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9DTR_2,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9DTR_5,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9DTR_6,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9DTR_I,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9DXL_A,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9E2W_F,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9E2Y_F,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9E71_2,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9ESH_6,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9ESI_5,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9F1B_B8,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9FI8_bN,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9FI8_hG,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9FIA_bE,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9FIA_bL,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9FIA_bO,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9FIA_bT,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9FIA_bU,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9FO9_A,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9FPZ_1,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9FQ0_1,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9G6K_l2,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9G6K_l4,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9G6K_l6,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9G6K_l7,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9G6K_l8,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9G6K_lF,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9G6K_lI,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9G6K_lJ,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9G6K_lL,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9G6K_lM,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9G6K_lO,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9G6K_lX,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9G7C_A,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9GFT_A3,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9GFT_AU,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9GMO_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9GMO_C,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9J8P_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9KPO_B,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9L5R_6,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9L5S_5,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9MTY_C,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
9N2B_5,False,False,,UNAVAILABLE_NOT_INDEPENDENTLY_VERIFIABLE,NO_ADDITIONAL_EVIDENCE_FOUND
